-248,50,0
40,10,1
-283,22,0
28,2,1
33,18,1
25,1,1
-282,20,0
25,1,1
38,14,1
-296,41,0
48,33,1
31,13,1
-280,34,0
52,16,1
31,3,1
-276,36,0
58,53,1
-291,7,0
40,13,1
38,17,1
36,18,1
28,2,1
35,15,1
31,3,1
45,23,1
50,41,1
-301,2,0
45,40,1
-298,5,0
49,45,1
40,43,1
-286,52,0
-241,89,0
27,3,1
36,12,1
-294,8,0
-295,10,0
25,1,1
25,1,1
-285,58,0
-299,9,0
-264,58,0
36,14,1
-278,29,0
25,1,1
38,11,1
44,36,1
-290,46,0
-248,127,0
-259,90,0
46,17,1
-299,6,0
32,17,1
-236,149,0
34,13,1
-300,1,0
-300,20,0
-284,19,0
-293,33,0
58,27,1
79,55,1
-292,11,0
-278,31,0
27,3,1
46,11,1
25,1,1
-270,31,0
-287,41,0
85,78,1
44,29,1
23,2,1
-296,4,0
25,1,1
-298,8,0
-281,31,0
-286,15,0
-295,14,0
62,33,1
-301,2,0
38,8,1
46,15,1
45,37,1
34,13,1
-304,6,0
44,15,1
-290,27,0
23,2,1
-266,73,0
-242,82,0
-300,1,0
28,2,1
29,41,1
-238,85,0
-247,97,0
-302,2,0
-287,12,0
-288,36,0
-274,53,0
-300,1,0
-298,6,0
-284,107,0
-271,44,0
-293,38,0
-300,1,0
-299,6,0
28,6,1
-289,6,0
-283,19,0
-229,212,0
-297,8,0
-300,1,0
-282,27,0
-258,81,0
48,30,1
56,33,1
-297,2,0
31,23,1
-278,17,0
80,73,1
27,5,1
-304,18,0
34,14,1
43,13,1
-281,32,0
-298,8,0
38,7,1
27,5,1
-296,4,0
-302,2,0
26,3,1
-298,15,0
42,24,1
25,1,1
64,57,1
23,2,1
-288,59,0
43,18,1
74,59,1
-255,69,0
53,28,1
-296,12,0
-302,2,0
-296,13,0
-270,79,0
55,23,1
-276,31,0
-298,3,0
73,124,1
-285,40,0
-299,8,0
40,6,1
-296,8,0
34,7,1
33,8,1
-293,33,0
-277,41,0
25,1,1
62,46,1
-300,4,0
39,12,1
64,33,1
-302,2,0
-292,36,0
-297,14,0
-261,69,0
31,3,1
-300,1,0
-294,3,0
-302,2,0
-189,145,0
34,7,1
-289,24,0
25,1,1
-301,4,0
25,1,1
-295,9,0
41,14,1
32,8,1
28,2,1
-296,7,0
-268,48,0
36,11,1
-300,1,0
-276,40,0
38,7,1
51,24,1
-269,56,0
-271,70,0
-263,48,0
-296,16,0
-298,3,0
40,26,1
39,23,1
27,6,1
57,35,1
27,3,1
-281,22,0
33,5,1
-296,70,0
-305,4,0
23,2,1
-282,10,0
25,1,1
-301,2,0
-292,8,0
-293,8,0
-285,25,0
-297,2,0
-304,12,0
-266,87,0
-282,22,0
-299,14,0
-288,16,0
36,10,1
-300,1,0
-290,52,0
-301,2,0
24,2,1
-276,38,0
-304,6,0
89,118,1
65,75,1
36,9,1
-303,22,0
-308,5,0
32,11,1
-297,2,0
-274,27,0
28,2,1
25,1,1
-248,124,0
42,19,1
70,66,1
-290,72,0
28,2,1
-296,13,0
-293,17,0
45,30,1
-296,4,0
-290,15,0
-297,2,0
44,22,1
-290,6,0
-297,2,0
-303,13,0
-301,54,0
-298,8,0
40,15,1
-299,10,0
-296,8,0
37,8,1
-302,5,0
-292,38,0
-299,3,0
-291,4,0
34,22,1
-305,7,0
-274,50,0
25,1,1
-254,57,0
25,4,1
-261,48,0
25,1,1
-261,47,0
-284,41,0
-277,77,0
-300,1,0
-303,26,0
38,31,1
39,45,1
43,20,1
-301,22,0
-255,81,0
-271,38,0
-291,9,0
25,1,1
55,46,1
-300,4,0
-307,18,0
-300,1,0
-286,47,0
25,1,1
57,90,1
-301,2,0
-285,12,0
-282,75,0
-300,1,0
51,40,1
-246,78,0
-295,14,0
-296,7,0
60,40,1
-297,2,0
-299,46,0
45,46,1
-300,1,0
-292,26,0
-300,12,0
31,3,1
28,2,1
31,3,1
38,11,1
-296,22,0
-270,87,0
-300,1,0
-296,10,0
28,5,1
39,10,1
-301,5,0
39,18,1
39,32,1
34,11,1
-229,128,0
-300,1,0
-293,5,0
-303,6,0
41,12,1
26,16,1
-278,90,0
-287,8,0
-298,24,0
-244,61,0
38,17,1
-304,15,0
-296,4,0
-284,15,0
25,1,1
-299,4,0
25,1,1
-268,53,0
24,2,1
-227,82,0
-297,7,0
-223,200,0
30,9,1
-294,31,0
-275,36,0
66,52,1
46,24,1
28,2,1
-278,10,0
23,2,1
39,23,1
-253,143,0
-281,25,0
65,68,1
-282,58,0
-287,39,0
25,1,1
-300,1,0
25,1,1
-283,37,0
-300,1,0
-301,2,0
48,32,1
-227,95,0
-249,138,0
48,28,1
24,4,1
29,4,1
55,39,1
45,34,1
45,13,1
-300,1,0
-301,2,0
19,15,1
-270,45,0
67,91,1
-297,2,0
-297,2,0
-252,107,0
-303,3,0
-288,11,0
-299,7,0
-262,71,0
-300,1,0
25,1,1
35,45,1
29,8,1
58,29,1
-297,8,0
-269,20,0
37,32,1
-291,45,0
-285,15,0
-293,5,0
31,25,1
-298,7,0
25,1,1
34,4,1
25,1,1
25,1,1
-288,14,0
-295,19,0
-298,26,0
-296,4,0
-293,19,0
-266,38,0
36,33,1
-263,47,0
-292,7,0
-244,77,0
-288,54,0
28,2,1
94,100,1
-255,67,0
78,60,1
83,79,1
-261,120,0
-300,1,0
-273,42,0
53,27,1
-285,52,0
-260,68,0
-254,54,0
25,1,1
-305,10,0
25,1,1
-273,31,0
-269,47,0
25,1,1
30,7,1
43,14,1
-267,44,0
37,10,1
-295,7,0
25,1,1
-232,111,0
29,7,1
26,3,1
41,51,1
-285,19,0
-306,4,0
-277,33,0
-243,65,0
58,90,1
-298,6,0
-282,13,0
48,21,1
17,16,1
25,1,1
25,1,1
48,16,1
-199,143,0
38,7,1
25,1,1
-275,24,0
-291,9,0
-277,83,0
42,32,1
53,61,1
32,6,1
28,2,1
40,30,1
28,2,1
22,3,1
-297,9,0
70,52,1
-241,92,0
32,9,1
-295,62,0
-284,46,0
49,35,1
-297,2,0
95,122,1
73,57,1
49,12,1
41,27,1
-289,26,0
-292,51,0
58,58,1
-252,106,0
-295,4,0
132,159,1
-171,181,0
-273,57,0
-294,29,0
-292,19,0
-305,10,0
-284,42,0
70,96,1
-282,15,0
-298,6,0
-290,17,0
-273,53,0
-279,41,0
-289,9,0
-301,2,0
59,34,1
25,1,1
-301,7,0
-294,10,0
30,33,1
34,13,1
24,5,1
-299,13,0
63,28,1
-286,30,0
-283,28,0
36,6,1
-300,4,0
-297,2,0
-299,11,0
-297,2,0
49,30,1
-286,62,0
-270,48,0
-300,1,0
34,7,1
-259,76,0
-296,4,0
45,22,1
-299,4,0
-302,2,0
-294,6,0
25,1,1
44,47,1
55,38,1
31,8,1
39,13,1
25,1,1
26,10,1
39,14,1
-297,2,0
25,1,1
28,2,1
-286,7,0
34,4,1
67,66,1
-301,7,0
-283,20,0
57,56,1
-298,18,0
-288,19,0
-292,29,0
-270,37,0
-296,4,0
25,1,1
63,64,1
-270,116,0
-297,2,0
60,41,1
-301,2,0
40,25,1
-298,6,0
-289,57,0
-303,3,0
39,17,1
-275,79,0
-277,34,0
-292,30,0
-298,3,0
-303,14,0
25,1,1
-292,12,0
-272,25,0
53,31,1
-300,1,0
-277,30,0
-228,141,0
-240,81,0
81,83,1
-300,5,0
-288,5,0
-300,1,0
28,2,1
-297,2,0
-320,25,0
-281,39,0
64,45,1
-291,30,0
-308,11,0
28,18,1
-293,5,0
44,27,1
31,3,1
27,15,1
64,105,1
-305,15,0
-293,23,0
25,1,1
31,10,1
-300,12,0
-274,47,0
-233,76,0
72,48,1
40,22,1
-237,145,0
-279,20,0
41,17,1
-294,14,0
-298,19,0
-300,6,0
-292,25,0
-293,8,0
23,3,1
-259,78,0
-292,5,0
29,4,1
119,184,1
32,19,1
62,55,1
-284,37,0
25,1,1
25,1,1
-235,130,0
-305,6,0
-288,42,0
-284,24,0
-278,17,0
-254,99,0
-287,10,0
-289,6,0
-279,19,0
-294,9,0
53,30,1
-300,1,0
59,42,1
-300,1,0
-292,14,0
25,4,1
60,64,1
-281,14,0
-296,7,0
-284,22,0
86,90,1
24,2,1
33,7,1
-289,11,0
-280,114,0
-270,14,0
41,15,1
-284,42,0
-282,38,0
26,4,1
27,11,1
23,11,1
27,3,1
25,1,1
-295,4,0
-294,19,0
46,39,1
25,6,1
-289,27,0
24,5,1
-280,32,0
35,9,1
45,16,1
-295,6,0
-269,46,0
-280,25,0
-296,5,0
-300,1,0
44,24,1
-285,23,0
109,104,1
25,1,1
28,2,1
-176,222,0
36,8,1
-238,96,0
-303,6,0
57,24,1
50,35,1
55,51,1
50,42,1
-291,14,0
31,11,1
57,32,1
28,2,1
-306,12,0
28,2,1
24,2,1
-297,14,0
29,11,1
-291,16,0
49,39,1
44,14,1
43,29,1
23,2,1
-300,1,0
64,45,1
33,5,1
-284,40,0
49,28,1
-293,11,0
-301,7,0
29,21,1
25,1,1
-297,5,0
53,70,1
-297,2,0
-292,29,0
25,1,1
35,9,1
-307,5,0
36,12,1
-294,7,0
36,37,1
-301,14,0
47,28,1
32,21,1
-298,3,0
34,7,1
-295,12,0
-298,3,0
-300,1,0
-285,11,0
49,21,1
-295,7,0
-279,34,0
31,11,1
112,115,1
25,1,1
-304,9,0
-300,1,0
-300,1,0
47,39,1
28,2,1
54,28,1
-259,58,0
-271,121,0
32,6,1
-300,1,0
48,32,1
-296,10,0
25,1,1
40,55,1
-279,48,0
25,1,1
-280,43,0
28,13,1
-297,20,0
35,19,1
-304,3,0
-278,49,0
88,85,1
-290,34,0
-267,54,0
-252,96,0
25,1,1
38,7,1
25,4,1
38,7,1
-289,35,0
-277,43,0
-300,1,0
84,75,1
-288,15,0
-267,57,0
-301,11,0
46,34,1
50,14,1
-268,23,0
-302,26,0
25,1,1
-308,6,0
-234,147,0
-245,159,0
38,8,1
40,9,1
39,12,1
48,58,1
-315,33,0
-295,18,0
-270,65,0
-278,39,0
25,1,1
38,11,1
