25,1,1
-234,83,0
-284,33,0
-298,3,0
76,62,1
-297,30,0
-298,7,0
-243,96,0
-288,37,0
246,256,1
197,205,1
-234,111,0
25,1,1
-254,63,0
27,3,1
-300,1,0
83,63,1
28,2,1
-289,14,0
-282,23,0
-280,21,0
-210,119,0
25,1,1
71,35,1
62,36,1
35,7,1
185,185,1
-290,7,0
39,23,1
-291,8,0
85,69,1
52,18,1
49,13,1
48,10,1
-206,107,0
-248,77,0
-251,48,0
59,31,1
-292,13,0
41,13,1
85,49,1
-208,117,0
-266,23,0
-272,41,0
-262,43,0
-147,236,0
25,1,1
-250,47,0
-258,51,0
24,2,1
32,6,1
-255,52,0
103,99,1
-299,8,0
46,20,1
72,62,1
-251,80,0
100,66,1
-249,58,0
41,21,1
-293,22,0
-280,21,0
-262,63,0
99,87,1
37,9,1
36,10,1
-226,131,0
-255,68,0
-278,43,0
-288,9,0
102,92,1
38,16,1
-291,12,0
-284,25,0
-306,7,0
-275,36,0
62,36,1
-226,83,0
-211,104,0
53,25,1
-301,2,0
120,122,1
176,182,1
39,11,1
-292,9,0
25,1,1
-289,14,0
-302,3,0
29,9,1
25,1,1
40,26,1
31,3,1
78,60,1
117,113,1
-293,18,0
-144,213,0
54,24,1
83,59,1
70,48,1
-232,93,0
-69,310,0
-302,3,0
-291,8,0
-263,88,0
47,51,1
-301,2,0
-295,24,0
-293,14,0
-184,113,0
-303,4,0
24,2,1
-270,47,0
-236,93,0
30,8,1
-264,85,0
45,17,1
-257,42,0
-296,9,0
-300,1,0
41,17,1
-302,3,0
-291,8,0
52,26,1
69,37,1
-233,66,0
25,1,1
-247,72,0
55,35,1
-273,14,0
28,6,1
-283,12,0
-221,130,0
-290,15,0
52,22,1
-282,23,0
124,114,1
122,116,1
-238,83,0
28,2,1
32,6,1
-295,8,0
59,19,1
-293,6,0
41,13,1
40,10,1
54,40,1
-249,78,0
-288,9,0
124,142,1
72,38,1
-242,67,0
153,161,1
-288,21,0
28,2,1
-295,4,0
25,1,1
-273,30,0
-233,78,0
-294,3,0
153,137,1
28,2,1
31,3,1
83,91,1
-259,52,0
-290,7,0
-263,36,0
25,1,1
89,77,1
38,12,1
82,48,1
-300,1,0
-237,78,0
-235,68,0
97,93,1
-263,52,0
73,53,1
49,21,1
28,2,1
-286,19,0
44,14,1
-292,9,0
-284,33,0
76,54,1
113,101,1
-288,9,0
-257,54,0
-244,89,0
98,80,1
37,13,1
24,2,1
73,49,1
-300,1,0
82,64,1
108,86,1
-249,62,0
25,1,1
-298,7,0
-256,49,0
76,50,1
25,1,1
-301,2,0
62,48,1
-297,6,0
106,88,1
-261,58,0
-285,10,0
-205,114,0
-241,62,0
25,1,1
25,1,1
-217,94,0
64,34,1
-238,71,0
44,30,1
-268,33,0
89,53,1
-280,17,0
-260,37,0
-254,43,0
-216,109,0
178,184,1
-237,74,0
-253,42,0
48,18,1
100,74,1
-296,9,0
-285,18,0
73,57,1
26,4,1
49,21,1
52,22,1
-302,3,0
-268,45,0
-292,9,0
48,50,1
-166,167,0
-285,22,0
36,10,1
-275,24,0
-295,4,0
27,3,1
-307,12,0
-278,27,0
-292,13,0
-294,7,0
-271,28,0
55,23,1
29,5,1
-283,16,0
-305,10,0
64,30,1
-282,15,0
-272,45,0
-257,42,0
25,1,1
-292,9,0
33,5,1
-279,44,0
66,40,1
323,347,1
27,3,1
90,64,1
-276,41,0
-261,50,0
-291,8,0
-195,136,0
-273,30,0
-300,1,0
69,49,1
-295,4,0
-299,12,0
-299,4,0
79,51,1
-291,8,0
-231,68,0
49,17,1
89,65,1
-266,51,0
-301,6,0
-260,49,0
-279,20,0
69,53,1
-297,6,0
-284,37,0
-269,34,0
-276,33,0
-233,62,0
-291,8,0
25,1,1
-277,34,0
-280,37,0
-292,9,0
-268,49,0
78,96,1
28,2,1
-298,7,0
-270,47,0
25,1,1
41,9,1
25,1,1
25,1,1
25,1,1
31,11,1
33,5,1
-208,129,0
43,23,1
215,263,1
-300,1,0
-300,1,0
-127,228,0
30,8,1
-160,209,0
-298,23,0
25,1,1
-280,13,0
30,4,1
-209,94,0
-281,22,0
105,69,1
-252,53,0
-296,13,0
-192,149,0
24,2,1
-250,43,0
-300,1,0
43,7,1
49,13,1
25,1,1
-276,17,0
44,18,1
-192,149,0
-281,46,0
-262,31,0
48,22,1
66,44,1
90,68,1
-266,75,0
115,95,1
-289,10,0
78,72,1
168,150,1
-296,5,0
-291,12,0
-272,49,0
-232,89,0
-264,61,0
-247,56,0
25,1,1
-274,27,0
26,8,1
-293,14,0
-299,4,0
32,6,1
47,31,1
-220,109,0
62,28,1
41,17,1
-298,3,0
-278,23,0
33,5,1
-294,3,0
-280,25,0
-307,12,0
87,63,1
-284,17,0
-297,10,0
-297,2,0
-188,165,0
-296,5,0
-286,19,0
-202,103,0
60,22,1
-300,9,0
-257,58,0
66,72,1
25,1,1
-300,5,0
76,58,1
-281,18,0
55,31,1
31,3,1
-297,6,0
-262,39,0
31,7,1
-257,66,0
47,11,1
-297,2,0
-288,21,0
-259,56,0
-249,90,0
210,204,1
-300,9,0
32,6,1
-286,15,0
25,1,1
25,1,1
-154,195,0
-248,57,0
103,131,1
33,5,1
-204,121,0
-286,11,0
39,19,1
-305,10,0
-274,43,0
-283,16,0
64,34,1
-283,24,0
-300,1,0
59,43,1
86,68,1
26,4,1
38,8,1
-274,27,0
-276,29,0
-301,6,0
-225,98,0
-291,12,0
-273,18,0
-186,147,0
77,45,1
76,66,1
-218,103,0
167,171,1
49,33,1
-273,22,0
33,5,1
-279,24,0
-297,2,0
-289,42,0
-281,38,0
-274,35,0
-297,6,0
28,2,1
25,1,1
37,5,1
95,99,1
32,6,1
53,25,1
-303,4,0
-271,56,0
-208,109,0
-202,103,0
-297,2,0
104,82,1
-276,33,0
25,1,1
-286,23,0
-284,17,0
39,11,1
81,53,1
31,15,1
-271,36,0
-283,16,0
47,15,1
-283,16,0
-255,60,0
-296,5,0
37,5,1
-265,42,0
-300,1,0
-257,30,0
-301,2,0
50,24,1
13,25,1
-257,74,0
-224,93,0
-291,16,0
24,2,1
-302,3,0
36,6,1
55,31,1
219,243,1
-110,235,0
85,73,1
-289,10,0
-260,65,0
-169,158,0
42,24,1
-297,2,0
47,15,1
89,53,1
-302,3,0
25,1,1
25,1,1
25,1,1
-301,2,0
-290,11,0
-257,54,0
-292,17,0
-299,4,0
38,12,1
27,3,1
-200,137,0
-296,9,0
-282,47,0
29,5,1
-276,41,0
44,14,1
22,4,1
-268,37,0
46,28,1
65,53,1
-218,99,0
-275,52,0
-297,2,0
45,17,1
29,5,1
51,35,1
30,4,1
98,72,1
30,4,1
-293,14,0
-228,161,0
63,23,1
-298,3,0
-273,42,0
45,29,1
-286,11,0
-277,18,0
-296,9,0
87,83,1
-278,19,0
33,13,1
31,3,1
50,24,1
25,1,1
24,2,1
-288,25,0
-302,11,0
-272,37,0
40,10,1
76,50,1
93,89,1
44,18,1
72,26,1
-296,9,0
53,37,1
-301,6,0
-295,4,0
-293,10,0
-296,5,0
-294,7,0
25,1,1
-172,225,0
58,28,1
-287,12,0
52,50,1
-208,105,0
-292,13,0
-283,12,0
-299,12,0
-214,99,0
-300,1,0
78,44,1
115,87,1
-270,31,0
28,6,1
43,23,1
25,1,1
83,127,1
123,103,1
-221,94,0
45,17,1
24,2,1
-290,15,0
-294,11,0
-283,24,0
36,6,1
-299,8,0
-300,1,0
-298,3,0
65,33,1
34,8,1
36,6,1
79,71,1
-243,68,0
-283,12,0
-294,3,0
-272,53,0
-300,1,0
-233,94,0
-286,19,0
109,93,1
-227,96,0
-281,42,0
-257,46,0
-298,3,0
-252,37,0
-252,37,0
-233,78,0
-280,25,0
-269,18,0
-296,5,0
-300,1,0
-296,5,0
61,45,1
35,11,1
-282,31,0
-219,104,0
-295,8,0
-234,75,0
103,55,1
-302,7,0
-301,14,0
-226,75,0
-238,103,0
-182,167,0
-280,29,0
81,61,1
46,28,1
-268,37,0
-273,54,0
38,8,1
40,14,1
54,20,1
-292,13,0
-253,70,0
-280,25,0
-269,22,0
124,118,1
47,19,1
-269,86,0
-291,16,0
-170,167,0
-293,6,0
-241,86,0
-297,2,0
-293,22,0
-223,68,0
-276,37,0
-301,2,0
-283,12,0
-295,4,0
86,56,1
28,2,1
-305,6,0
34,12,1
-272,29,0
78,52,1
-281,34,0
-264,37,0
108,94,1
25,1,1
-284,25,0
38,8,1
55,31,1
38,8,1
80,46,1
24,2,1
-278,23,0
68,30,1
31,3,1
-298,3,0
-197,146,0
-207,120,0
-295,4,0
-192,137,0
-285,18,0
66,36,1
28,2,1
-213,118,0
-278,35,0
-281,26,0
-253,50,0
24,2,1
54,20,1
35,7,1
-264,41,0
25,1,1
-297,2,0
-266,39,0
-220,125,0
40,10,1
106,76,1
34,16,1
-251,72,0
26,4,1
-302,3,0
25,1,1
-297,2,0
24,2,1
-281,22,0
25,1,1
-250,43,0
31,7,1
-277,14,0
42,16,1
46,20,1
-270,39,0
34,8,1
42,12,1
28,2,1
27,3,1
-271,28,0
-278,23,0
-222,103,0
139,123,1
-258,39,0
-300,1,0
-285,14,0
42,12,1
-272,29,0
103,111,1
123,95,1
-247,60,0
34,8,1
25,1,1
-302,7,0
-215,108,0
-249,58,0
-294,19,0
-289,14,0
55,47,1
38,20,1
47,27,1
157,165,1
-279,28,0
-296,5,0
-294,7,0
23,3,1
-284,17,0
-244,89,0
25,1,1
25,1,1
-251,68,0
25,1,1
71,35,1
-263,68,0
-275,36,0
-279,36,0
-292,37,0
61,41,1
55,35,1
-254,67,0
-295,4,0
122,132,1
-189,178,0
36,10,1
-253,42,0
-166,203,0
30,4,1
-189,150,0
-301,2,0
-217,78,0
-287,20,0
-300,1,0
-241,62,0
-284,13,0
-288,13,0
-281,10,0
-207,124,0
28,2,1
46,16,1
44,10,1
-270,35,0
-304,5,0
-301,2,0
35,7,1
63,39,1
-281,30,0
38,12,1
34,8,1
-286,11,0
-249,54,0
-270,31,0
46,24,1
-230,83,0
25,1,1
30,4,1
-285,30,0
-273,62,0
-282,11,0
117,101,1
-252,49,0
58,40,1
25,1,1
-264,53,0
37,13,1
-283,20,0
-228,89,0
25,1,1
-298,7,0
98,60,1
-278,31,0
-194,143,0
44,30,1
26,16,1
35,7,1
66,32,1
-299,4,0
34,8,1
-297,22,0
25,1,1
57,33,1
68,34,1
31,3,1
-296,9,0
-230,87,0
-289,22,0
36,10,1
43,19,1
-294,15,0
47,15,1
33,5,1
-296,13,0
25,1,1
58,36,1
-296,5,0
-294,23,0
-283,16,0
-303,4,0
-257,66,0
-216,117,0
60,46,1
-303,8,0
-285,14,0
24,2,1
-299,4,0
112,110,1
-277,62,0
25,1,1
25,1,1
-138,211,0
-278,23,0
-295,8,0
-289,10,0
48,22,1
-280,21,0
47,11,1
24,2,1
86,56,1
-249,58,0
-301,2,0
89,81,1
-297,14,0
28,6,1
-258,39,0
32,6,1
-230,91,0
-289,18,0
112,78,1
-293,6,0
156,154,1
-265,42,0
57,45,1
107,95,1
49,29,1
62,36,1
48,18,1
32,14,1
43,15,1
34,8,1
-297,2,0
-296,13,0
36,10,1
-298,3,0
25,1,1
-271,24,0
35,11,1
-290,7,0
29,13,1
-287,12,0
31,3,1
-212,129,0
-220,109,0
-260,41,0
31,7,1
-261,30,0
-151,212,0
-273,58,0
-299,12,0
-166,183,0
-300,5,0
72,54,1
-296,9,0
-161,170,0
-300,1,0
-277,22,0
39,7,1
30,4,1
145,157,1
-287,16,0
-295,20,0
-302,3,0
-134,199,0
-287,16,0
27,3,1
37,17,1
28,2,1
37,5,1
-295,8,0
-259,52,0
28,2,1
-282,15,0
27,3,1
-266,35,0
91,59,1
34,8,1
-302,3,0
-275,24,0
64,70,1
-292,33,0
34,20,1
-222,91,0
57,29,1
-245,94,0
25,1,1
-300,1,0
71,35,1
27,3,1
-300,1,0
102,80,1
-247,60,0
46,16,1
-165,150,0
-283,20,0
31,3,1
-281,30,0
-276,21,0
-268,33,0
-165,166,0
33,9,1
-276,17,0
-204,125,0
25,1,1
61,33,1
-276,69,0
24,2,1
-283,20,0
-247,68,0
-300,1,0
55,23,1
25,1,1
-250,67,0
-258,31,0
-299,4,0
28,2,1
133,121,1
-253,62,0
-293,14,0
87,67,1
37,9,1
43,23,1
-207,144,0
-231,96,0
-274,35,0
25,1,1
77,45,1
25,1,1
-272,33,0
30,4,1
71,39,1
-225,94,0
69,53,1
110,96,1
41,25,1
-288,9,0
35,31,1
-301,2,0
25,5,1
25,1,1
35,7,1
-300,1,0
-292,13,0
-301,2,0
25,1,1
-205,162,0
