-300,0
-303,1
-302,2
25,3
25,4
-302,5
-329,6
25,7
-27,8
24,9
-302,10
-25,11
-12,12
-315,13
25,14
18,15
-16,16
-307,17
8,18
24,19
17,20
25,21
0,22
-318,23
25,24
25,25
25,26
-301,27
-302,28
25,29
-303,30
-304,31
24,32
14,33
-308,34
-301,35
-350,36
-301,37
8,38
-300,39
-301,40
-321,41
-315,42
-301,43
-11,44
17,45
-302,46
24,47
22,48
21,49
21,50
-330,51
-336,52
-328,53
-306,54
-336,55
-357,56
15,57
-300,58
-15,59
-41,60
-302,61
24,62
-303,63
18,64
24,65
10,66
-313,67
25,68
-312,69
-308,70
-300,71
25,72
-325,73
-301,74
-315,75
-302,76
-347,77
19,78
-322,79
-317,80
23,81
13,82
-322,83
-317,84
11,85
-305,86
-305,87
-322,88
-347,89
25,90
-13,91
-310,92
23,93
-311,94
2,95
23,96
24,97
-302,98
15,99
-308,100
-302,101
16,102
-313,103
24,104
-306,105
25,106
-301,107
24,108
-307,109
12,110
-307,111
25,112
-309,113
-313,114
25,115
23,116
-314,117
-304,118
-300,119
-300,120
6,121
-345,122
-325,123
22,124
-17,125
1,126
-303,127
3,128
18,129
25,130
-333,131
-347,132
-306,133
-310,134
-305,135
-300,136
0,137
6,138
-302,139
-304,140
23,141
-327,142
-324,143
-300,144
-407,145
-302,146
25,147
25,148
25,149
20,150
-309,151
-301,152
-378,153
18,154
1,155
-300,156
18,157
24,158
14,159
25,160
-323,161
9,162
-328,163
-320,164
-389,165
-320,166
25,167
19,168
15,169
19,170
25,171
-303,172
25,173
-337,174
-312,175
16,176
25,177
-309,178
-315,179
-315,180
21,181
-306,182
14,183
21,184
23,185
-304,186
-304,187
-301,188
19,189
-300,190
-332,191
-302,192
-329,193
-11,194
-45,195
25,196
24,197
25,198
0,199
17,200
25,201
-334,202
-310,203
25,204
-305,205
-302,206
11,207
-35,208
-371,209
-306,210
-305,211
10,212
-320,213
-3,214
-300,215
-300,216
18,217
-323,218
20,219
25,220
24,221
25,222
-300,223
15,224
-322,225
19,226
-303,227
-19,228
23,229
-342,230
25,231
-300,232
22,233
23,234
-405,235
-348,236
-300,237
-309,238
25,239
-312,240
22,241
24,242
-21,243
-345,244
-313,245
-315,246
-328,247
17,248
13,249
20,250
-311,251
23,252
-303,253
-313,254
25,255
-301,256
-300,257
-313,258
-335,259
23,260
-339,261
-304,262
13,263
-11,264
17,265
19,266
17,267
-301,268
24,269
23,270
-304,271
-309,272
-317,273
21,274
21,275
-302,276
-310,277
12,278
-301,279
24,280
-307,281
-303,282
-302,283
-381,284
-1,285
-301,286
-310,287
25,288
23,289
-344,290
18,291
-305,292
-301,293
25,294
20,295
25,296
-1,297
-334,298
23,299
-311,300
25,301
-301,302
-312,303
-335,304
25,305
-310,306
-301,307
-311,308
-393,309
25,310
-305,311
-313,312
5,313
-322,314
-309,315
-321,316
25,317
20,318
21,319
23,320
-337,321
-303,322
-303,323
24,324
-323,325
-333,326
25,327
9,328
21,329
23,330
5,331
6,332
-317,333
-339,334
-316,335
-4,336
3,337
24,338
22,339
-323,340
-301,341
-309,342
12,343
25,344
-6,345
25,346
-329,347
-300,348
25,349
21,350
3,351
15,352
-300,353
-306,354
-315,355
7,356
-306,357
3,358
-328,359
24,360
0,361
-300,362
18,363
-351,364
-330,365
22,366
-338,367
25,368
-1,369
-306,370
25,371
-311,372
-304,373
25,374
-317,375
-313,376
-362,377
22,378
24,379
-301,380
-307,381
-312,382
-19,383
-306,384
13,385
25,386
7,387
-301,388
-316,389
25,390
-340,391
-300,392
24,393
-301,394
-300,395
-17,396
25,397
-301,398
25,399
16,400
-321,401
-311,402
25,403
-356,404
-306,405
25,406
20,407
-300,408
-302,409
-345,410
-310,411
-300,412
25,413
-303,414
21,415
19,416
22,417
-306,418
-323,419
21,420
-313,421
-302,422
25,423
-306,424
-47,425
-300,426
-301,427
24,428
25,429
24,430
-304,431
-327,432
-313,433
-300,434
-300,435
24,436
25,437
-314,438
-312,439
13,440
17,441
-331,442
-312,443
-319,444
-360,445
-324,446
-342,447
10,448
-300,449
-322,450
17,451
-304,452
-311,453
-302,454
-307,455
-333,456
-318,457
-375,458
-303,459
-300,460
-42,461
25,462
23,463
-342,464
-301,465
-301,466
4,467
-382,468
-306,469
-18,470
-301,471
-316,472
11,473
-300,474
15,475
-333,476
16,477
25,478
20,479
22,480
-341,481
24,482
22,483
-314,484
13,485
-306,486
-331,487
-315,488
-305,489
8,490
-79,491
-317,492
-304,493
-310,494
25,495
18,496
24,497
-335,498
-10,499
-311,500
24,501
25,502
25,503
-303,504
17,505
15,506
-333,507
-301,508
-306,509
-322,510
22,511
25,512
25,513
-301,514
-375,515
-312,516
19,517
9,518
-306,519
14,520
19,521
-364,522
24,523
24,524
24,525
16,526
-7,527
25,528
17,529
9,530
25,531
-324,532
-312,533
-308,534
25,535
6,536
14,537
16,538
-302,539
-304,540
4,541
-304,542
-304,543
18,544
17,545
-315,546
-300,547
-310,548
25,549
-311,550
-300,551
-338,552
17,553
24,554
25,555
-305,556
21,557
20,558
9,559
24,560
-11,561
-340,562
-302,563
11,564
10,565
5,566
19,567
16,568
-332,569
-301,570
-419,571
20,572
11,573
23,574
2,575
24,576
-2,577
25,578
21,579
-300,580
-313,581
-4,582
25,583
10,584
19,585
-324,586
-305,587
25,588
